Date,Open,High,Low,Close,Adj Close,Volume
"Aug 11, 2025","6,389.67","6,407.25","6,364.06","6,373.45","6,373.45","4,652,400,000"
"Aug 8, 2025","6,355.22","6,395.16","6,355.22","6,389.45","6,389.45","4,769,910,000"
"Aug 7, 2025","6,374.32","6,389.71","6,310.32","6,340.00","6,340.00","5,306,090,000"
"Aug 6, 2025","6,309.30","6,352.83","6,301.11","6,345.06","6,345.06","5,408,560,000"
"Aug 5, 2025","6,336.63","6,346.00","6,289.37","6,299.19","6,299.19","5,517,410,000"
"Aug 4, 2025","6,271.71","6,330.69","6,271.71","6,329.94","6,329.94","4,842,580,000"
"Aug 1, 2025","6,287.28","6,287.28","6,212.69","6,238.01","6,238.01","5,827,150,000"
"Jul 31, 2025","6,427.02","6,427.02","6,327.64","6,339.39","6,339.39","6,077,080,000"
"Jul 30, 2025","6,381.23","6,396.54","6,336.38","6,362.90","6,362.90","5,375,070,000"
"Jul 29, 2025","6,405.62","6,409.26","6,363.92","6,370.86","6,370.86","5,076,120,000"
"Jul 28, 2025","6,397.69","6,401.07","6,375.79","6,389.77","6,389.77","4,565,620,000"
"Jul 25, 2025","6,370.01","6,395.82","6,368.53","6,388.64","6,388.64","4,470,720,000"
"Jul 24, 2025","6,368.60","6,381.31","6,360.57","6,363.35","6,363.35","5,282,720,000"
"Jul 23, 2025","6,326.90","6,360.64","6,317.49","6,358.91","6,358.91","5,642,510,000"
"Jul 22, 2025","6,306.60","6,316.12","6,281.71","6,309.62","6,309.62","5,662,040,000"
"Jul 21, 2025","6,304.74","6,336.08","6,303.79","6,305.60","6,305.60","5,010,840,000"
"Jul 18, 2025","6,312.95","6,315.61","6,285.27","6,296.79","6,296.79","5,184,700,000"
"Jul 17, 2025","6,263.40","6,304.69","6,262.27","6,297.36","6,297.36","5,512,290,000"
"Jul 16, 2025","6,254.50","6,268.12","6,201.59","6,263.70","6,263.70","5,177,460,000"
"Jul 15, 2025","6,295.29","6,302.04","6,241.68","6,243.76","6,243.76","5,133,670,000"
"Jul 14, 2025","6,255.15","6,273.31","6,239.22","6,268.56","6,268.56","4,722,250,000"
"Jul 11, 2025","6,255.68","6,269.44","6,237.60","6,259.75","6,259.75","4,656,210,000"
"Jul 10, 2025","6,266.80","6,290.22","6,251.44","6,280.46","6,280.46","5,367,350,000"
"Jul 9, 2025","6,243.33","6,269.16","6,231.43","6,263.26","6,263.26","4,813,340,000"
"Jul 8, 2025","6,234.03","6,242.70","6,217.75","6,225.52","6,225.52","5,739,030,000"
"Jul 7, 2025","6,259.04","6,262.07","6,201.00","6,229.98","6,229.98","5,236,740,000"
"Jul 3, 2025","6,246.46","6,284.65","6,246.46","6,279.35","6,279.35","3,378,110,000"
"Jul 2, 2025","6,193.88","6,227.60","6,188.29","6,227.42","6,227.42","5,645,710,000"
"Jul 1, 2025","6,187.25","6,210.78","6,177.97","6,198.01","6,198.01","6,275,310,000"
"Jun 30, 2025","6,193.36","6,215.08","6,174.97","6,204.95","6,204.95","5,782,900,000"
"Jun 27, 2025","6,150.70","6,187.68","6,132.35","6,173.07","6,173.07","7,889,350,000"
"Jun 26, 2025","6,112.09","6,146.52","6,107.27","6,141.02","6,141.02","5,308,140,000"
"Jun 25, 2025","6,104.23","6,108.51","6,080.09","6,092.16","6,092.16","5,171,110,000"
"Jun 24, 2025","6,061.21","6,101.76","6,059.25","6,092.18","6,092.18","5,443,690,000"
"Jun 23, 2025","5,969.67","6,028.77","5,943.23","6,025.17","6,025.17","5,597,000,000"
"Jun 20, 2025","5,999.67","6,018.20","5,952.56","5,967.84","5,967.84","7,451,500,000"
"Jun 18, 2025","5,987.93","6,018.25","5,971.89","5,980.87","5,980.87","5,106,470,000"
"Jun 17, 2025","6,012.15","6,023.25","5,974.80","5,982.72","5,982.72","4,955,700,000"
"Jun 16, 2025","6,004.00","6,050.83","6,004.00","6,033.11","6,033.11","5,111,710,000"
"Jun 13, 2025","6,000.56","6,026.16","5,963.21","5,976.97","5,976.97","5,258,910,000"
"Jun 12, 2025","6,009.90","6,045.43","6,003.88","6,045.26","6,045.26","4,669,500,000"
"Jun 11, 2025","6,049.38","6,059.40","6,002.32","6,022.24","6,022.24","5,111,550,000"
"Jun 10, 2025","6,009.91","6,043.01","6,000.28","6,038.81","6,038.81","4,882,880,000"
"Jun 9, 2025","6,004.63","6,021.31","5,994.18","6,005.88","6,005.88","4,642,360,000"
"Jun 6, 2025","5,987.06","6,016.87","5,978.63","6,000.36","6,000.36","4,355,710,000"
"Jun 5, 2025","5,985.67","5,999.70","5,921.20","5,939.30","5,939.30","5,091,850,000"
"Jun 4, 2025","5,978.94","5,990.48","5,966.11","5,970.81","5,970.81","4,767,050,000"
"Jun 3, 2025","5,938.56","5,981.35","5,929.00","5,970.37","5,970.37","5,026,680,000"
"Jun 2, 2025","5,896.68","5,937.40","5,861.43","5,935.94","5,935.94","4,832,240,000"
"May 30, 2025","5,903.67","5,922.14","5,843.66","5,911.69","5,911.69","6,378,540,000"
"May 29, 2025","5,939.96","5,943.13","5,873.80","5,912.17","5,912.17","4,569,750,000"
"May 28, 2025","5,925.54","5,939.92","5,881.88","5,888.55","5,888.55","4,665,050,000"
"May 27, 2025","5,854.07","5,924.33","5,854.07","5,921.54","5,921.54","5,366,380,000"
"May 23, 2025","5,781.89","5,829.51","5,767.41","5,802.82","5,802.82","4,662,820,000"
"May 22, 2025","5,841.26","5,878.08","5,825.82","5,842.01","5,842.01","5,157,050,000"
"May 21, 2025","5,910.18","5,938.37","5,830.91","5,844.61","5,844.61","5,254,250,000"
"May 20, 2025","5,944.66","5,953.06","5,909.26","5,940.46","5,940.46","4,416,850,000"
"May 19, 2025","5,902.88","5,968.61","5,895.69","5,963.60","5,963.60","4,144,010,000"
"May 16, 2025","5,929.09","5,958.62","5,907.36","5,958.38","5,958.38","4,850,850,000"
"May 15, 2025","5,869.82","5,924.21","5,865.16","5,916.93","5,916.93","4,991,290,000"
"May 14, 2025","5,896.74","5,906.55","5,872.11","5,892.58","5,892.58","5,233,450,000"
"May 13, 2025","5,854.15","5,906.64","5,845.02","5,886.55","5,886.55","5,516,290,000"
"May 12, 2025","5,807.20","5,845.37","5,786.08","5,844.19","5,844.19","6,014,580,000"
"May 9, 2025","5,679.65","5,691.69","5,644.15","5,659.91","5,659.91","4,645,090,000"
"May 8, 2025","5,663.60","5,720.10","5,635.38","5,663.94","5,663.94","5,627,400,000"
"May 7, 2025","5,614.18","5,654.73","5,578.64","5,631.28","5,631.28","4,987,440,000"
"May 6, 2025","5,605.87","5,649.58","5,586.04","5,606.91","5,606.91","4,717,260,000"
"May 5, 2025","5,655.32","5,683.38","5,634.48","5,650.38","5,650.38","4,358,260,000"
"May 2, 2025","5,645.88","5,700.70","5,642.28","5,686.67","5,686.67","4,854,380,000"
"May 1, 2025","5,625.14","5,658.91","5,597.35","5,604.14","5,604.14","4,935,270,000"
"Apr 30, 2025","5,499.44","5,581.84","5,433.24","5,569.06","5,569.06","5,449,490,000"
"Apr 29, 2025","5,508.87","5,571.95","5,505.70","5,560.83","5,560.83","4,747,150,000"
"Apr 28, 2025","5,529.22","5,553.66","5,468.64","5,528.75","5,528.75","4,257,880,000"
"Apr 25, 2025","5,489.73","5,528.11","5,455.86","5,525.21","5,525.21","4,236,580,000"
"Apr 24, 2025","5,381.38","5,489.40","5,371.96","5,484.77","5,484.77","4,697,710,000"
"Apr 23, 2025","5,395.92","5,469.69","5,356.17","5,375.86","5,375.86","5,371,390,000"
"Apr 22, 2025","5,207.67","5,309.61","5,207.67","5,287.76","5,287.76","4,666,950,000"
"Apr 21, 2025","5,232.94","5,232.94","5,101.63","5,158.20","5,158.20","4,226,340,000"
"Apr 17, 2025","5,305.45","5,328.31","5,255.58","5,282.70","5,282.70","4,714,880,000"
"Apr 16, 2025","5,335.75","5,367.24","5,220.79","5,275.70","5,275.70","4,607,750,000"
"Apr 15, 2025","5,411.99","5,450.41","5,386.44","5,396.63","5,396.63","4,317,110,000"
"Apr 14, 2025","5,441.96","5,459.46","5,358.02","5,405.97","5,405.97","5,031,440,000"
"Apr 11, 2025","5,255.56","5,381.46","5,220.77","5,363.36","5,363.36","5,602,550,000"
"Apr 10, 2025","5,353.15","5,353.15","5,115.27","5,268.05","5,268.05","6,677,140,000"
"Apr 9, 2025","4,965.28","5,481.34","4,948.43","5,456.90","5,456.90","9,489,600,000"
"Apr 8, 2025","5,193.57","5,267.47","4,910.42","4,982.77","4,982.77","7,408,140,000"
"Apr 7, 2025","4,953.79","5,246.57","4,835.04","5,062.25","5,062.25","8,691,980,000"
"Apr 4, 2025","5,292.14","5,292.14","5,069.90","5,074.08","5,074.08","8,853,500,000"
"Apr 3, 2025","5,492.74","5,499.53","5,390.83","5,396.52","5,396.52","7,210,470,000"
"Apr 2, 2025","5,580.76","5,695.31","5,571.48","5,670.97","5,670.97","4,243,830,000"
"Apr 1, 2025","5,597.53","5,650.57","5,558.52","5,633.07","5,633.07","4,434,500,000"
"Mar 31, 2025","5,527.91","5,627.56","5,488.73","5,611.85","5,611.85","5,257,250,000"
"Mar 28, 2025","5,679.20","5,685.89","5,572.42","5,580.94","5,580.94","4,513,330,000"
"Mar 27, 2025","5,695.64","5,732.28","5,670.94","5,693.31","5,693.31","4,403,460,000"
"Mar 26, 2025","5,771.66","5,783.62","5,694.41","5,712.20","5,712.20","4,183,140,000"
"Mar 25, 2025","5,775.96","5,786.95","5,760.42","5,776.65","5,776.65","4,467,340,000"
"Mar 24, 2025","5,718.08","5,775.14","5,718.08","5,767.57","5,767.57","4,517,990,000"
"Mar 21, 2025","5,630.73","5,670.84","5,603.10","5,667.56","5,667.56","9,367,460,000"
"Mar 20, 2025","5,646.92","5,711.15","5,632.33","5,662.89","5,662.89","4,678,420,000"
"Mar 19, 2025","5,632.37","5,715.33","5,622.20","5,675.29","5,675.29","4,660,090,000"
"Mar 18, 2025","5,654.53","5,654.53","5,597.76","5,614.66","5,614.66","4,666,270,000"
"Mar 17, 2025","5,635.60","5,703.52","5,631.12","5,675.12","5,675.12","5,031,770,000"
"Mar 14, 2025","5,563.85","5,645.27","5,563.85","5,638.94","5,638.94","4,863,180,000"
"Mar 13, 2025","5,594.45","5,597.78","5,504.65","5,521.52","5,521.52","5,018,980,000"
"Mar 12, 2025","5,624.84","5,642.19","5,546.09","5,599.30","5,599.30","5,219,830,000"
"Mar 11, 2025","5,603.65","5,636.30","5,528.41","5,572.07","5,572.07","6,221,240,000"
"Mar 10, 2025","5,705.37","5,705.37","5,564.02","5,614.56","5,614.56","6,409,370,000"
"Mar 7, 2025","5,726.01","5,783.01","5,666.29","5,770.20","5,770.20","5,705,140,000"
"Mar 6, 2025","5,785.87","5,812.08","5,711.64","5,738.52","5,738.52","5,165,080,000"
"Mar 5, 2025","5,781.36","5,860.59","5,742.35","5,842.63","5,842.63","5,285,970,000"
"Mar 4, 2025","5,811.98","5,865.08","5,732.59","5,778.15","5,778.15","6,138,110,000"
"Mar 3, 2025","5,968.33","5,986.09","5,810.91","5,849.72","5,849.72","5,613,850,000"
"Feb 28, 2025","5,856.74","5,959.40","5,837.66","5,954.50","5,954.50","6,441,140,000"
"Feb 27, 2025","5,981.88","5,993.69","5,858.78","5,861.57","5,861.57","5,057,680,000"
"Feb 26, 2025","5,970.87","6,009.82","5,932.69","5,956.06","5,956.06","4,869,580,000"
"Feb 25, 2025","5,982.73","5,992.65","5,908.49","5,955.25","5,955.25","5,374,690,000"
"Feb 24, 2025","6,026.69","6,043.65","5,977.83","5,983.25","5,983.25","4,990,120,000"
"Feb 21, 2025","6,114.10","6,114.82","6,008.56","6,013.13","6,013.13","5,434,560,000"
"Feb 20, 2025","6,134.50","6,134.50","6,084.59","6,117.52","6,117.52","4,813,690,000"
"Feb 19, 2025","6,117.76","6,147.43","6,111.15","6,144.15","6,144.15","4,562,330,000"
"Feb 18, 2025","6,121.60","6,129.63","6,099.51","6,129.58","6,129.58","4,684,980,000"
"Feb 14, 2025","6,115.52","6,127.47","6,107.62","6,114.63","6,114.63","4,335,190,000"
"Feb 13, 2025","6,060.59","6,116.91","6,050.95","6,115.07","6,115.07","4,763,800,000"
"Feb 12, 2025","6,025.08","6,063.00","6,003.00","6,051.97","6,051.97","4,627,960,000"
"Feb 11, 2025","6,049.32","6,076.28","6,042.34","6,068.50","6,068.50","4,324,880,000"
"Feb 10, 2025","6,046.40","6,073.38","6,044.84","6,066.44","6,066.44","4,458,760,000"
"Feb 7, 2025","6,083.13","6,101.28","6,019.96","6,025.99","6,025.99","4,766,900,000"
"Feb 6, 2025","6,072.22","6,084.03","6,046.83","6,083.57","6,083.57","4,847,120,000"
"Feb 5, 2025","6,020.45","6,062.86","6,007.06","6,061.48","6,061.48","4,756,250,000"
"Feb 4, 2025","5,998.14","6,042.48","5,990.87","6,037.88","6,037.88","4,410,160,000"
"Feb 3, 2025","5,969.65","6,022.13","5,923.93","5,994.57","5,994.57","4,797,210,000"
"Jan 31, 2025","6,096.79","6,120.91","6,030.93","6,040.53","6,040.53","4,843,770,000"
"Jan 30, 2025","6,050.75","6,086.64","6,027.46","6,071.17","6,071.17","4,634,620,000"
"Jan 29, 2025","6,057.70","6,062.83","6,012.96","6,039.31","6,039.31","4,115,310,000"
"Jan 28, 2025","6,026.97","6,074.54","5,994.63","6,067.70","6,067.70","4,473,640,000"
"Jan 27, 2025","5,969.04","6,017.17","5,962.92","6,012.28","6,012.28","5,198,750,000"
"Jan 24, 2025","6,121.43","6,128.18","6,088.74","6,101.24","6,101.24","4,214,250,000"
"Jan 23, 2025","6,076.32","6,118.73","6,074.67","6,118.71","6,118.71","4,432,250,000"
"Jan 22, 2025","6,081.39","6,100.81","6,076.13","6,086.37","6,086.37","4,323,040,000"
"Jan 21, 2025","6,014.12","6,051.51","6,006.88","6,049.24","6,049.24","4,702,920,000"
"Jan 17, 2025","5,995.40","6,014.96","5,978.44","5,996.66","5,996.66","4,366,830,000"
"Jan 16, 2025","5,963.61","5,964.69","5,930.72","5,937.34","5,937.34","4,285,810,000"
"Jan 15, 2025","5,905.21","5,960.61","5,905.21","5,949.91","5,949.91","4,544,570,000"
"Jan 14, 2025","5,859.27","5,871.92","5,805.42","5,842.91","5,842.91","4,142,280,000"
"Jan 13, 2025","5,782.02","5,838.61","5,773.31","5,836.22","5,836.22","4,421,200,000"
"Jan 10, 2025","5,890.35","5,890.35","5,807.78","5,827.04","5,827.04","4,751,930,000"
"Jan 8, 2025","5,910.66","5,927.89","5,874.78","5,918.25","5,918.25","4,441,740,000"
"Jan 7, 2025","5,993.26","6,000.68","5,890.68","5,909.03","5,909.03","4,517,330,000"
"Jan 6, 2025","5,982.81","6,021.04","5,960.01","5,975.38","5,975.38","4,940,120,000"
"Jan 3, 2025","5,891.07","5,949.34","5,888.66","5,942.47","5,942.47","3,667,340,000"
"Jan 2, 2025","5,903.26","5,935.09","5,829.53","5,868.55","5,868.55","3,621,680,000"
"Dec 31, 2024","5,919.74","5,929.74","5,868.86","5,881.63","5,881.63","3,128,350,000"
"Dec 30, 2024","5,920.67","5,940.79","5,869.16","5,906.94","5,906.94","3,433,250,000"
"Dec 27, 2024","6,006.17","6,006.17","5,932.95","5,970.84","5,970.84","3,159,610,000"
"Dec 26, 2024","6,024.97","6,049.75","6,007.37","6,037.59","6,037.59","2,904,530,000"
"Dec 24, 2024","5,984.63","6,040.10","5,981.44","6,040.04","6,040.04","1,757,720,000"
"Dec 23, 2024","5,940.25","5,978.25","5,902.57","5,974.07","5,974.07","3,593,280,000"
"Dec 20, 2024","5,842.00","5,982.06","5,832.30","5,930.85","5,930.85","8,223,220,000"
"Dec 19, 2024","5,912.71","5,935.52","5,866.07","5,867.08","5,867.08","4,896,880,000"
"Dec 18, 2024","6,047.65","6,070.67","5,867.79","5,872.16","5,872.16","5,246,960,000"
"Dec 17, 2024","6,052.55","6,057.68","6,035.19","6,050.61","6,050.61","4,544,500,000"
"Dec 16, 2024","6,063.79","6,085.19","6,059.14","6,074.08","6,074.08","4,391,100,000"
"Dec 13, 2024","6,068.17","6,078.58","6,035.77","6,051.09","6,051.09","3,584,960,000"
"Dec 12, 2024","6,074.29","6,079.68","6,051.25","6,051.25","6,051.25","3,678,010,000"
"Dec 11, 2024","6,060.15","6,092.59","6,060.15","6,084.19","6,084.19","4,269,950,000"
"Dec 10, 2024","6,057.59","6,065.40","6,029.89","6,034.91","6,034.91","4,048,410,000"
"Dec 9, 2024","6,083.01","6,088.51","6,048.63","6,052.85","6,052.85","4,556,460,000"
"Dec 6, 2024","6,081.38","6,099.97","6,079.98","6,090.27","6,090.27","3,924,830,000"
"Dec 5, 2024","6,089.03","6,094.55","6,072.90","6,075.11","6,075.11","4,212,020,000"
"Dec 4, 2024","6,069.39","6,089.84","6,061.06","6,086.49","6,086.49","4,003,390,000"
"Dec 3, 2024","6,042.97","6,052.07","6,033.39","6,049.88","6,049.88","4,095,000,000"
"Dec 2, 2024","6,040.11","6,053.58","6,035.33","6,047.15","6,047.15","4,412,470,000"
"Nov 29, 2024","6,003.98","6,044.17","6,003.98","6,032.38","6,032.38","2,444,420,000"
"Nov 27, 2024","6,014.11","6,020.16","5,984.87","5,998.74","5,998.74","3,363,340,000"
"Nov 26, 2024","6,000.03","6,025.42","5,992.27","6,021.63","6,021.63","3,835,170,000"
"Nov 25, 2024","5,992.28","6,020.75","5,963.91","5,987.37","5,987.37","5,633,150,000"
"Nov 22, 2024","5,944.36","5,972.90","5,944.36","5,969.34","5,969.34","4,141,420,000"
"Nov 21, 2024","5,940.58","5,963.32","5,887.26","5,948.71","5,948.71","4,230,120,000"
"Nov 20, 2024","5,914.34","5,920.67","5,860.56","5,917.11","5,917.11","3,772,620,000"
"Nov 19, 2024","5,870.05","5,923.51","5,855.29","5,916.98","5,916.98","4,036,940,000"
"Nov 18, 2024","5,874.17","5,908.12","5,865.95","5,893.62","5,893.62","3,983,860,000"
"Nov 15, 2024","5,912.79","5,915.32","5,853.01","5,870.62","5,870.62","4,590,960,000"
"Nov 14, 2024","5,989.68","5,993.88","5,942.28","5,949.17","5,949.17","4,184,570,000"
"Nov 13, 2024","5,985.75","6,008.19","5,965.91","5,985.38","5,985.38","4,220,180,000"
"Nov 12, 2024","6,003.60","6,009.92","5,960.08","5,983.99","5,983.99","4,243,400,000"
"Nov 11, 2024","6,008.86","6,017.31","5,986.69","6,001.35","6,001.35","4,333,000,000"
"Nov 8, 2024","5,976.76","6,012.45","5,976.76","5,995.54","5,995.54","4,666,740,000"
"Nov 7, 2024","5,947.21","5,983.84","5,947.21","5,973.10","5,973.10","4,925,740,000"
"Nov 6, 2024","5,864.89","5,936.14","5,864.89","5,929.04","5,929.04","6,329,530,000"
"Nov 5, 2024","5,722.43","5,783.44","5,722.10","5,782.76","5,782.76","3,768,310,000"
"Nov 4, 2024","5,725.15","5,741.43","5,696.51","5,712.69","5,712.69","3,602,060,000"
"Nov 1, 2024","5,723.22","5,772.52","5,723.22","5,728.80","5,728.80","3,796,450,000"
"Oct 31, 2024","5,775.34","5,775.34","5,702.86","5,705.45","5,705.45","4,425,660,000"
"Oct 30, 2024","5,832.65","5,850.94","5,811.28","5,813.67","5,813.67","3,851,120,000"
"Oct 29, 2024","5,819.68","5,847.19","5,802.17","5,832.92","5,832.92","3,879,100,000"
"Oct 28, 2024","5,833.93","5,842.92","5,823.08","5,823.52","5,823.52","3,691,280,000"
"Oct 25, 2024","5,826.75","5,862.82","5,799.98","5,808.12","5,808.12","3,501,280,000"
"Oct 24, 2024","5,817.80","5,817.80","5,784.92","5,809.86","5,809.86","3,543,030,000"
"Oct 23, 2024","5,834.50","5,834.85","5,762.41","5,797.42","5,797.42","3,532,650,000"
"Oct 22, 2024","5,832.70","5,863.04","5,821.17","5,851.20","5,851.20","3,342,080,000"
"Oct 21, 2024","5,857.82","5,866.92","5,824.79","5,853.98","5,853.98","3,407,010,000"
"Oct 18, 2024","5,859.43","5,872.17","5,846.11","5,864.67","5,864.67","3,374,490,000"
"Oct 17, 2024","5,875.62","5,878.46","5,840.25","5,841.47","5,841.47","3,480,010,000"
"Oct 16, 2024","5,816.58","5,846.52","5,808.34","5,842.47","5,842.47","3,467,230,000"
